time,cost,duration
4662000,0.221,3600
4665600,0.171,3600
4669200,0.144,3600
4672800,0.138,3600
4676400,0.152,3600
4680000,0.183,3600
4683600,0.271,3600
4687200,0.466,3600
4690800,0.533,3600
4694400,0.28,3600
4698000,0.116,3600
4701600,0.04,3600
4705200,0.02,3600
4708800,0.011,3600
4712400,0.019,3600
4716000,0.026,3600
4719600,0.063,3600
4723200,0.096,3600
4726800,0.236,3600
4730400,0.493,3600
4734000,0.662,3600
4737600,0.536,3600
4741200,0.412,3600
4744800,0.29,3600
4748400,0.221,3600
4752000,0.171,3600
4755600,0.144,3600
4759200,0.138,3600
4762800,0.152,3600
4766400,0.183,3600
4770000,0.271,3600
4773600,0.466,3600
4777200,0.533,3600
4780800,0.28,3600
4784400,0.116,3600
4788000,0.04,3600
4791600,0.02,3600
4795200,0.011,3600
4798800,0.019,3600
4802400,0.026,3600
4806000,0.063,3600
4809600,0.096,3600
4813200,0.236,3600
4816800,0.493,3600
4820400,0.662,3600
4824000,0.536,3600
4827600,0.412,3600
4831200,0.29,3600
4834800,0.221,3600
4838400,0.171,3600
4842000,0.144,3600
4845600,0.138,3600
4849200,0.152,3600
4852800,0.183,3600
4856400,0.271,3600
4860000,0.466,3600
4863600,0.533,3600
4867200,0.28,3600
4870800,0.116,3600
4874400,0.04,3600
4878000,0.02,3600
4881600,0.011,3600
4885200,0.019,3600
4888800,0.026,3600
4892400,0.063,3600
4896000,0.096,3600
4899600,0.236,3600
4903200,0.493,3600
4906800,0.662,3600
4910400,0.536,3600
4914000,0.412,3600
4917600,0.29,3600
4921200,0.221,3600
4924800,0.171,3600
4928400,0.144,3600
4932000,0.138,3600
4935600,0.152,3600
4939200,0.183,3600
4942800,0.271,3600
4946400,0.466,3600
4950000,0.533,3600
4953600,0.28,3600
4957200,0.116,3600
4960800,0.04,3600
4964400,0.02,3600
4968000,0.011,3600
4971600,0.019,3600
4975200,0.026,3600
4978800,0.063,3600
4982400,0.096,3600
4986000,0.236,3600
4989600,0.493,3600
4993200,0.662,3600
4996800,0.536,3600
5000400,0.412,3600
5004000,0.29,3600
5007600,0.221,3600
5011200,0.171,3600
5014800,0.144,3600
5018400,0.138,3600
5022000,0.152,3600
5025600,0.183,3600
5029200,0.271,3600
5032800,0.466,3600
5036400,0.533,3600
5040000,0.28,3600
5043600,0.116,3600
5047200,0.04,3600
5050800,0.02,3600
5054400,0.011,3600
5058000,0.019,3600
5061600,0.026,3600
5065200,0.063,3600
5068800,0.096,3600
5072400,0.236,3600
5076000,0.493,3600
5079600,0.662,3600
5083200,0.536,3600
5086800,0.412,3600
5090400,0.29,3600
5094000,0.221,3600
5097600,0.171,3600
5101200,0.144,3600
5104800,0.138,3600
5108400,0.152,3600
5112000,0.183,3600
5115600,0.271,3600
5119200,0.466,3600
5122800,0.533,3600
5126400,0.28,3600
5130000,0.116,3600
5133600,0.04,3600
5137200,0.02,3600
5140800,0.011,3600
5144400,0.019,3600
5148000,0.026,3600
5151600,0.063,3600
5155200,0.096,3600
5158800,0.236,3600
5162400,0.493,3600
5166000,0.662,3600
5169600,0.536,3600
5173200,0.412,3600
5176800,0.29,3600
5180400,0.221,3600
